state,district,DEI,ASS,UBS,SRS
West Bengal,24 paraganas north,0.5649620455581564,0.5788634528086445,0.0,0.5942177667460828
West Bengal,24 paraganas south,0.684364883266061,0.7227629710084384,0.0,0.25
West Bengal,alipurduar,0.6815462397780994,0.7244826913972207,0.7171684189904003,0.4776248369421411
West Bengal,bankura,0.8665090200494372,0.5919388977079678,0.633142386103661,0.3668686403273274
West Bengal,barddhaman,0.8881005929351439,0.529541593561144,0.6620531395531958,0.3669635037458004
West Bengal,bardhaman,0.8531304161179666,0.7253251455148022,0.6287525549310169,0.3608572698997054
West Bengal,birbhum,0.8076873653757819,0.6266495987650638,0.7085565361716808,0.474412164668081
West Bengal,burdwan,0.7668115258699195,0.7499443005542095,0.5,0.25
West Bengal,cooch behar,0.6095678831526128,0.6563692316261454,0.6343982669039357,0.5509906749389166
West Bengal,dakshin dinajpur,0.7869969119287773,0.6773567828000111,0.6237531494840023,0.4718606348732446
West Bengal,darjeeling,0.6945680043234145,0.6990976689781937,0.7225725738504354,0.5512776231377596
West Bengal,darjiling,0.8225434892077438,0.7399462500348122,0.5612667091024826,0.4119943687227503
West Bengal,dinajpur dakshin,0.6950821042830879,0.6945233519926477,0.0,0.25
West Bengal,dinajpur uttar,0.36475972792620165,0.5333662888387594,0.0,0.75
West Bengal,east midnapore,0.8321211771723798,0.7205628428997132,0.6622391653290529,0.3738143601867881
West Bengal,east midnapur,0.8753692770677517,0.75,0.6428571428571428,0.25
West Bengal,haora,0.8212210988754107,0.7102027459826774,0.6059830916920159,0.40563699103937845
West Bengal,hawrah,0.8822265750908009,0.7498886011084189,0.6875,0.25
West Bengal,hooghiy,0.8503079422031605,0.75,0.6666666666666666,0.25
West Bengal,hooghly,0.8617227010166971,0.5789915615339627,0.6822893893405217,0.3931433019287108
West Bengal,howrah,0.8450702416574402,0.6229050045952043,0.6896632349610188,0.3937304099045641
West Bengal,hugli,0.82117742932092,0.7473542763249506,0.62889019377569,0.3990080135962423
West Bengal,jalpaiguri,0.6902800802835007,0.675877962514273,0.6502747126099584,0.6153149471299592
West Bengal,jhargram,0.6963119658816804,0.7393391260756955,0.6475694444444444,0.4853894950172868
West Bengal,kalimpong,0.4796271484004576,0.7452933968307016,0.6097608024691358,0.5745078951944267
West Bengal,koch bihar,0.8349313979032248,0.70343526331913,0.5397231358939163,0.4195079015071895
West Bengal,kolkata,0.5887280777346353,0.6779109922856268,0.741566246957358,0.5387552120108046
West Bengal,malda,0.8314831145969468,0.6031019949684834,0.6448320162893295,0.45294442042121885
West Bengal,maldah,0.8578001552923691,0.7256036427437547,0.6216297786720322,0.3376646582395626
West Bengal,medinipur,0.8239559190269844,0.7496518784638093,0.6482213438735178,0.40814684353354996
West Bengal,medinipur west,0.5521286017601169,0.7320926281783496,0.0,0.5750483376479301
West Bengal,murshidabad,0.9299901375388903,0.25,0.6361731323266442,0.37174554150167743
West Bengal,nadia,0.7868760001748585,0.6267092767426964,0.7055453007229657,0.5356699398642382
West Bengal,north 24 parganas,0.7868013296681008,0.4844993083985481,0.6857510037928782,0.49809447325583156
West Bengal,north dinajpur,0.8440301762642161,0.7452933968307016,0.5704645048203331,0.366063658854672
West Bengal,north twenty four parganas,0.8392087551820913,0.7273999498704988,0.6334509658246656,0.38188859041059986
West Bengal,paschim bardhaman,0.8123346338952444,0.7322875762386164,0.6173433837967949,0.38023905828972254
West Bengal,paschim medinipur,0.8851062496756186,0.49822458016542737,0.6347860442499392,0.3721667780586657
West Bengal,purba bardhaman,0.7319288765676785,0.7161792965159997,0.6548727653005328,0.4585771400767691
West Bengal,purba medinipur,0.8737145764576677,0.5506238337928537,0.7062041084428736,0.3442418365650334
West Bengal,purulia,0.8421441828807034,0.7391525329322973,0.6118015721266199,0.36572384565541355
West Bengal,puruliya,0.8692389679514884,0.5659829559695881,0.6220072566187583,0.3793345746838708
West Bengal,south 24 pargana,0.7317182198510983,0.75,0.5555555555555556,0.6777727499538051
West Bengal,south 24 parganas,0.9336826014129762,0.28298799676943215,0.6250981144581466,0.34913400116979126
West Bengal,south dinajpur,0.8434282054661113,0.7438452112401481,0.5718322240361673,0.3697384080141693
West Bengal,south twenty four parganas,0.8527064425144577,0.6928662934803799,0.6286287190418556,0.3432842045014819
West Bengal,uttar dinajpur,0.8200326991531529,0.5004107834127051,0.6191225475859967,0.44092298625979515
West Bengal,west medinipur,0.8002242723439252,0.7499443005542095,0.0,0.25
West Bengal,west midnapore,0.8352005562709941,0.7195602528754839,0.616221760776563,0.37666874057689137
