state,district,DEI,ASS,UBS,SRS
Uttarakhand,almora,0.7970805298009755,0.6846632208043935,0.4800934297247314,0.46907992057349734
Uttarakhand,bageshwar,0.7575116054887779,0.75,0.6053654118230876,0.47452595208854975
Uttarakhand,chamoli,0.820658322602809,0.7114763366176708,0.5845102434259765,0.4461202785003242
Uttarakhand,champawat,0.6367326781133809,0.7360281053141657,0.5496596966890936,0.4466154173616173
Uttarakhand,dehradun,0.9569063448779851,0.3100710709093846,0.25,0.25
Uttarakhand,haridwar,0.7536197865485648,0.38091584558229696,0.3999573143199484,0.75
Uttarakhand,nainital,0.7126174073908884,0.5468825714747214,0.4636978483835126,0.6265593004014803
Uttarakhand,pauri garhwal,0.7921189260529435,0.6370941689549345,0.5573060903653042,0.43644573788264374
Uttarakhand,pithoragarh,0.672032169129809,0.6975044419318366,0.4093228166950618,0.47616769545949933
Uttarakhand,rudraprayag,0.6294736087116541,0.7283556775965111,0.75,0.5603092152109426
Uttarakhand,tehri garhwal,0.6532342083584393,0.5592392182199968,0.5436758313824274,0.47372934930985766
Uttarakhand,udham singh nagar,0.7888072200902723,0.25,0.4344566744360455,0.55433245662965
Uttarakhand,uttarkashi,0.6088493601102737,0.7087304151187208,0.5793076203186245,0.5750523736791543
