state,district,DEI,ASS,UBS,SRS
Chhattisgarh,balod,0.8282668467430468,0.6337046312563077,0.8542860075295271,0.5191397562155821
Chhattisgarh,baloda bazar,0.8476091867186021,0.47410570777109107,0.8338650056381262,0.4896882720511536
Chhattisgarh,balrampur,0.8763083634009178,0.4042443838074235,0.8009323242884885,0.415287924514086
Chhattisgarh,bastar,0.9100556034256698,0.28818263372332076,0.7969449341617941,0.45332820722990186
Chhattisgarh,bemetara,0.824073554378186,0.5571010727768848,0.8758096969434171,0.5677706908980505
Chhattisgarh,bijapur,0.6268689504611851,0.5418613488829913,0.9289921982544636,0.49414807841542446
Chhattisgarh,bilaspur,0.9282915645298455,0.25,0.845678251259615,0.4236992851886359
Chhattisgarh,dakshin bastar dantewada,0.838500738490558,0.6655234926924083,0.943974983475565,0.45648653399412886
Chhattisgarh,dantewada,0.8711571849729498,0.7015474900011214,1.0,0.3941308808879179
Chhattisgarh,dhamtari,0.863258026658049,0.6133798078720143,0.8970294020787336,0.4153658965646063
Chhattisgarh,durg,0.8444462476650532,0.5599745822898367,0.9489986504766145,0.5090528289058538
Chhattisgarh,gariyaband,0.8336999963226253,0.6432362725675626,0.8416898589626975,0.48425317075625485
Chhattisgarh,gaurela-pendra-marwahi,0.824820438019928,0.7414962807909393,0.6260612129796981,0.431445912878907
Chhattisgarh,gaurella pendra marwahi,0.6745119086753991,0.6135199790677681,0.0,0.3408517250453859
Chhattisgarh,janjgir - champa,0.8977927684516767,0.4238683512129481,0.8631063807497341,0.40845699733260177
Chhattisgarh,janjgir champa,0.79721496282618,0.7495561245467798,0.7824906870533618,0.4856526718261915
Chhattisgarh,jashpur,0.8442210858881982,0.573080589092812,0.8096008784150249,0.546841993929973
Chhattisgarh,kabeerdham,0.7926417012231645,0.6843765185212873,0.8901757626004453,0.5775346035843455
Chhattisgarh,kanker,0.7822206753054604,0.6318123201136321,0.8445066536284016,0.6528397362489831
Chhattisgarh,kawardha,0.8276548687432456,0.6011849138414384,0.7942986828028961,0.5201932859462537
Chhattisgarh,khairagarh chhuikhadan gandai,0.8102116630905503,0.7340672074159907,0.5329047068618807,0.5102659260889214
Chhattisgarh,kondagaon,0.8114523862575787,0.5383882181437596,0.8126269541031892,0.6002978289311947
Chhattisgarh,korba,0.9250734428729908,0.5030650768138153,0.840447282702264,0.259536445444415
Chhattisgarh,koriya,0.8284293681749777,0.6277473554367734,0.8493326893526203,0.4904856882540902
Chhattisgarh,mahasamund,0.83464084556147,0.5157505700295294,0.8052444731498289,0.5466161070282657
Chhattisgarh,manendragarh–chirmiri–bharatpur,0.7804932209796425,0.7307030987179008,0.5328051518957538,0.5713865201437912
Chhattisgarh,mohalla-manpur-ambagarh chowki,0.7526423731037866,0.75,0.7413293693789199,0.7230918163395526
Chhattisgarh,mohla-manpur-ambagarh chouki,0.7777478933815869,0.7331560946435913,0.5396423418168138,0.5949737017637056
Chhattisgarh,mungeli,0.8047389655208856,0.5440651515717864,0.8544793413528677,0.6171892588600766
Chhattisgarh,narayanpur,0.7626018566332589,0.6979030389115239,0.9122864626747111,0.6518607580268063
Chhattisgarh,raigarh,0.9308883662934797,0.4734328860314731,0.912376350905276,0.25
Chhattisgarh,raipur,0.6876639719378328,0.4223264680596569,0.868093676360044,0.5053938022597743
Chhattisgarh,rajnandgaon,0.8651495916354126,0.45800003737898554,0.8425070202730467,0.5115147948976377
Chhattisgarh,sakti,0.8148053614649831,0.7194193174597241,0.5686293379710398,0.5092926948477877
Chhattisgarh,sarangarh-bilaigarh,0.7000537502773472,0.7382723432886031,0.5721913313499355,0.7093442313320941
Chhattisgarh,sukma,0.6301831008915202,0.6640416829087259,0.9351811265354697,0.75
Chhattisgarh,surajpur,0.8753326662576004,0.5426634396142489,0.8275985275015407,0.39370197958418895
Chhattisgarh,surguja,0.8422578184520763,0.5020838784435391,0.7561803784575822,0.5346734080100805
Chhattisgarh,uttar bastar kanker,0.7880797368719004,0.6890722535790379,0.8406288033112591,0.6057062423362735
