state,district,total_months,active_months,total_E,total_DU,total_BU,total_U,total_T,avg_monthly_enrolment,monthly_volatility,peak_load_ratio,sum_age_0_5,sum_age_5_17,zero_months,activity_ratio,zero_month_ratio,biometric_burden,update_dominant,enrollment_update_balance,access,responsiveness,inclusion,stability,visibility,DEI,ASS,UBS,SRS
Kerala,alappuzha,11,11,4753.0,41257.0,130453,171710.0,176463.0,432.09090909090907,0.45254965951672255,1.7125573066308517,3060.0,1529.0,0,1.0,0.0,0.7597286121949799,1,0.026934824864135825,0.5795125622322566,0.7128409525151076,0.5133387782627776,0.6356881071399056,1.0,0.6882760800300095,0.6704874377677434,0.6063530948379352,0.43979551166293596
Kerala,ernakulam,11,11,8073.0,73831.0,203781,277612.0,285685.0,733.9090909090909,0.43089041656007254,1.729558779774927,4881.0,2804.0,0,1.0,0.0,0.734049680849531,1,0.028258396485639777,0.67561074447146,0.6362564016435289,0.2497810128222894,0.7078094496077716,1.0,0.65389152170901,0.57438925552854,0.5218836464377998,0.3522370522771071
Kerala,idukki,11,11,2291.0,17144.0,67454,84598.0,86889.0,208.27272727272728,0.44175820253090997,1.5739967084441069,1725.0,533.0,0,1.0,0.0,0.7973474550225773,1,0.026366973955276273,0.508249392150052,0.7456979631297684,0.9041060387313219,0.8051242796555802,1.0,0.7926355347333445,0.7417506078499478,0.7300982328404058,0.39617056363971415
Kerala,kannur,11,11,7867.0,65578.0,170816,236394.0,244261.0,715.1818181818181,0.4576844730163488,1.654766827287205,4780.0,2819.0,0,1.0,0.0,0.7225902518676447,1,0.03220735197186616,0.6696480259349311,0.407761790992346,0.5218571755163363,0.6674033987337091,1.0,0.6533340782354646,0.5803519740650689,0.4841884778944244,0.46055322513245456
Kerala,kasaragod,11,11,5182.0,33532.0,104814,138346.0,143528.0,471.09090909090907,0.42239122191461076,1.703862660944206,3553.0,1553.0,0,1.0,0.0,0.7576221936304628,1,0.03610445348642773,0.591930068310756,0.18226755679706472,0.8990132834738109,0.7654995668261925,1.0,0.6877420950815648,0.658069931689244,0.5994241455039084,0.3178786773945521
Kerala,kollam,11,11,6665.0,56746.0,176407,233153.0,239818.0,605.9090909090909,0.43619256380509314,1.594467471165634,4544.0,1870.0,0,1.0,0.0,0.756614755117884,1,0.027791908864222035,0.6348558527266411,0.6632483259134337,0.4520050551695726,0.8090364365717083,1.0,0.7118291340762711,0.6151441472733589,0.5961102312950267,0.3736712199042948
Kerala,kottayam,11,11,4321.0,34210.0,116375,150585.0,154906.0,392.8181818181818,0.4721311622499911,1.618478302970834,2967.0,1279.0,0,1.0,0.0,0.772819337915463,1,0.027894335919848166,0.5670082204469145,0.6573216877740394,0.8466991395613289,0.6419515197119369,1.0,0.7425961134988439,0.6829917795530855,0.6494143253031448,0.5189546131705896
Kerala,kozhikode,11,11,8835.0,99352.0,222243,321595.0,330430.0,803.1818181818181,0.507484066316356,1.9873770541415732,5435.0,3158.0,0,1.0,0.0,0.6910648486450349,1,0.026737886995732832,0.697667014009494,0.7242361788528444,0.6516304809688924,0.1640805448213274,1.0,0.6475228437305117,0.552332985990506,0.3804873781491792,0.6618703106887952
Kerala,malappuram,11,11,19280.0,164497.0,307377,471874.0,491154.0,1752.7272727272727,0.5292846138119919,2.0710245666328686,11879.0,7103.0,0,1.0,0.0,0.6513963473300076,1,0.03925449044495209,1.0,0.0,0.8836495906745007,0.0,1.0,0.5767299181349002,0.25,0.25,0.75
Kerala,palakkad,11,11,8887.0,55272.0,225864,281136.0,290023.0,807.9090909090909,0.4178825760119196,1.6437627360588642,6278.0,2411.0,0,1.0,0.0,0.8033976438449718,1,0.03064239732710854,0.6991721662614333,0.4983132554208229,0.7509988845860165,0.8382959213863224,1.0,0.757356045530919,0.5508278337385667,0.75,0.29965227447059106
Kerala,pathanamthitta,11,11,2607.0,23545.0,92499,116044.0,118651.0,237.0,0.4464835120733863,1.5706736563535073,1701.0,814.0,0,1.0,0.0,0.7971028230671124,1,0.021972001921602008,0.5173960866041449,1.0,0.49807613930179584,0.7890392924288452,1.0,0.7609023036669573,0.7326039133958551,0.7292935293244698,0.4152728390280308
Kerala,thiruvananthapuram,11,11,8508.0,72117.0,202943,275060.0,283568.0,773.4545454545455,0.40560014569448005,1.5607720194098065,5767.0,2266.0,0,1.0,0.0,0.7378135679488111,1,0.03000338543136038,0.6882019219636448,0.5352877857313594,0.0987574546495434,0.9633026892681793,1.0,0.6571099703225454,0.5617980780363552,0.53426474839409,0.25
Kerala,thrissur,11,11,8882.0,65811.0,219546,285357.0,294239.0,807.4545454545455,0.4252015384314238,1.5203559011551833,5610.0,2731.0,0,1.0,0.0,0.7693731010628792,1,0.03018634511400596,0.6990274400833623,0.5247013657028783,0.0,0.9207604922619688,1.0,0.6288978596096418,0.5509725599166377,0.6380781165615156,0.3292395077380313
Kerala,wayanad,11,11,2006.0,17827.0,53399,71226.0,73232.0,182.36363636363637,0.44432127044763836,1.6006117544242955,1524.0,463.0,0,1.0,0.0,0.7497121837531239,1,0.0273923967664409,0.5,0.6863649099193384,1.0,0.7705968465888758,1.0,0.7913923513016428,0.75,0.5734045981095868,0.406531880447469
